Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,5,5,0,28,23,2
Ladies Recreation Club Div 8,5,5,0,24,19,6
Hong Kong Football Club 8,6,5,1,24,19,11
Physical Chess 3,5,3,2,17,14,11
Striving Squash,6,2,4,14,12,18
i-Mask Advance Squash Club 2,6,1,5,11,10,20
Squashathon Zero,5,1,4,10,9,16
TOMCAT,5,1,4,10,9,16
Kinetic 2,5,1,4,6,5,20
