Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Squash Club 2,5,5,0,23,18,7
Kowloon Cricket Club 7,5,4,1,20,16,9
Hong Kong Cricket Club 6,5,3,2,16,13,12
Hong Kong Football Club 7B,5,2,3,16,14,11
Physical Chess 2,5,2,3,15,13,12
Xavier,5,2,3,13,11,14
Twister 2,6,0,6,5,5,25
