Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,5,5,0,29,24,1
Fusion Squash Club 1,6,6,0,26,20,10
X-Alpha 4,5,3,2,16,13,12
MERCURY,5,3,2,15,12,13
Vitality Squash 2,6,1,5,15,14,16
NEXUS 3,6,1,5,12,11,19
Happy Squash 3,5,2,3,11,9,16
LONGVIEW,6,1,5,8,7,23
