Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 2,5,5,0,23,18,2
Hong Kong Football Club 2A,5,3,2,14,11,9
Hong Kong Football Club 2B,5,3,2,14,11,9
Hong Kong Cricket Club 2,4,1,3,7,6,10
Young Player 2,5,0,5,2,2,18
