Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,6,6,0,22,16,8
Hong Kong Football Club L2B,6,5,1,22,17,7
JESSICA L2,6,3,3,20,17,7
Hong Kong Football Club L2A,6,1,5,12,11,13
Hong Kong Cricket Club L2,6,3,3,11,8,16
Hong Kong Football Club L2C,6,0,6,2,3,21
