Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 2,0.0,16.666666666666686,33.33333333333334,16.666666666666657,66.66666666666666,26.666666666666664
Energy Squash Club 1,12.5,19.047619047619044,54.76190476190477,-8.333333333333329,50.0,25.5952380952381
HKIS Div 13,-10.0,-10.0,60.0,-25.0,100.0,23.0
Sha Tin 6,-2.7777777777777857,33.33333333333334,55.55555555555556,-50.0,33.33333333333334,13.888888888888886
X-Alpha 5,-52.38095238095238,25.714285714285715,-2.857142857142854,11.42857142857143,75.0,11.380952380952372
Kinetic 4,-11.42857142857143,5.714285714285715,31.42857142857143,-13.333333333333329,41.66666666666666,10.809523809523803
Electrify Squash Div 13,-15.0,0.0,25.0,25.0,0.0,7.0
i-Mask Advance Squash Club 5,-20.0,35.0,-30.0,0.0,50.0,7.0
Yuen Long District Sports Association Limited,-26.19047619047619,-14.285714285714285,-28.57142857142857,55.0,46.66666666666666,6.523809523809522
SocGen Squash,10.0,16.666666666666657,8.333333333333343,-20.0,0.0,3.0
Happy Squash 4,-37.5,4.166666666666657,-12.5,15.0,25.0,-1.1666666666666679
Fusion Squash Club 2,-25.0,0.0,-25.0,-17.85714285714286,-33.33333333333334,-20.23809523809524
