Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
JESSICA Smashin' Mochi,33.333333333333336,33.333333333333336,75.0,47.22222222222223
i-Mask Advance Squash Club L4,20.0,60.0,13.333333333333329,31.11111111111111
Hong Kong Cricket Club L4,0.0,0.0,-4.761904761904759,-1.5873015873015817
Electrify Squash Ladies,0.0,20.0,-25.0,-1.6666666666666643
Hong Kong Football Club JSA,0.0,-50.0,13.333333333333343,-12.222222222222214
Hong Kong Football Club L4,10.0,-6.666666666666671,-40.0,-12.222222222222229
JESSICA L4,-20.0,-20.0,0.0,-13.333333333333329
