Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Howards Folly Wine LRC Master 3,11,10,1,51,1,7,0,0,41,14
United Services Recreation Club M3,11,9,2,42,0,0,0,0,33,22
Hong Kong Cricket Club M3,11,7,4,40,0,0,0,1,33,22
Jaws Master,11,5,6,33,0,0,0,0,28,27
Hong Kong Football Club M3A,11,5,6,26,5,0,0,0,21,34
Friend Club Master,11,3,8,23,2,1,1,0,21,34
American Club - Yacht Club,10,2,8,22,0,0,0,0,20,30
Hong Kong Football Club M3B,10,2,8,20,0,0,0,0,18,32
