Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Vitality Squash 3,8,6,2,33,0,0,0,0,27,13
i-Mask Advance Squash Club 8,7,5,2,27,1,0,0,1,22,13
TNG 5,7,5,2,25,1,1,0,0,20,15
Sha Tin Squash Rackets Club 7,7,4,3,25,0,1,0,0,21,14
Happy Squash 3,7,4,3,24,0,0,0,0,20,15
Fusion Squash Club 5,7,3,4,19,1,1,0,0,16,19
Perrier Sergio Tacchini KCC 9,7,2,5,12,0,0,1,0,11,24
United Services Recreation Club 5,8,0,8,8,0,0,0,0,8,32
