Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Xavier,10,8,2,43,1,0,0,0,35,15
Squashathon Zero,9,8,1,41,0,6,0,0,33,12
TOMCAT,10,7,3,40,0,6,0,0,33,17
Sha Tin Squash Rackets Club 3,10,7,3,38,0,1,0,0,31,19
Studio Pro,10,5,5,32,0,5,0,0,27,23
Revolution,10,3,7,28,1,7,0,0,25,25
i-Mask Advance Squash Club 3,10,4,6,24,3,1,0,0,20,30
Hong Kong Cricket Club 6,9,2,7,15,0,5,0,0,13,32
EdUHK,10,0,10,3,26,0,0,0,3,47
