Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 15,9,8,1,46,0,0,0,0,38,7
Invader Squash,9,8,1,40,0,1,0,0,32,13
Kinetic 3,10,5,5,29,0,0,0,0,24,26
i-Mask Advance Squash Club 6,9,4,5,24,1,0,0,0,20,25
Sha Tin Squash Rackets Club 4,9,3,6,22,0,0,0,0,19,26
Star River 2,10,3,7,22,0,0,0,0,19,31
7NT,10,2,8,15,0,0,0,0,13,37
