Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club L1A,11,11,0,40,0,0,0,0,29,4
Perrier Sergio Tacchini KCC L1A,11,6,5,27,0,0,0,1,21,12
Hong Kong Cricket Club L1,11,6,5,22,0,0,1,0,17,16
Perrier Sergio Tacchini KCC L1B,9,5,4,18,0,0,0,0,13,14
Hong Kong Football Club L1B,10,2,8,9,0,0,1,1,8,22
Young Player L1,10,1,9,6,0,0,0,0,5,25
