Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Young Player 3,9,9,0,43,1,1,0,0,34,11
Perrier Sergio Tacchini KCC 3,9,4,5,29,1,0,0,0,25,20
Hong Kong Football Club 3A,9,4,5,28,0,1,0,0,24,21
Hong Kong Football Club 3B,9,3,6,22,0,2,0,0,19,26
Fusion Squash Club 1,8,2,6,10,2,0,0,0,8,32
