Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club L2A,9,7,2,29,0,0,0,0,22,5
Hong Kong Cricket Club L2B,9,5,4,19,1,0,0,0,14,13
Hong Kong Cricket Club L2A,9,4,5,17,0,2,0,0,13,14
Hong Kong Football Club L2B,9,3,6,13,1,0,0,0,10,17
Hong Kong Football Club L2C,8,3,5,10,0,0,0,0,7,17
