Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Banbil,11,10,1,52,0,0,0,0,42,13
Centre Squash,10,8,2,45,0,0,0,0,37,13
Hong Kong Football Club 13,10,8,2,40,0,0,0,0,32,18
Kinetic 2,11,5,6,36,0,0,0,0,31,24
Alpha CUHK,10,3,7,25,0,0,0,0,22,28
VISIONS,10,1,9,10,0,0,0,0,9,41
Vicci's Balls,10,1,9,8,0,0,0,0,7,43
