Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
SKYERS,6,6,0,26,2,0,0,0,20,10
Orion Squash,6,4,2,26,0,3,0,0,22,8
TNG 4,6,5,1,23,0,0,0,0,18,12
Hong Kong Cricket Club 8,6,2,4,16,1,1,0,0,14,16
North District Sports Association 3,6,2,4,15,0,2,0,0,13,17
Vitality Squash 2,6,2,4,14,0,0,0,0,12,18
Hong Kong Football Club 19,6,0,6,6,3,0,0,0,6,24
