Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club Rockettes,11,10,1,48,0,2,0,0,38,6
Hong Kong Football Club L3A,11,8,3,41,2,0,0,0,33,11
Friend Club Ladies,11,6,5,26,1,1,0,0,20,24
Hong Kong Football Club L3B,11,4,7,23,0,0,0,1,19,25
Perrier Ladies,11,3,8,17,0,1,0,0,14,30
Hong Kong Football Club L3C,11,2,9,9,2,1,1,0,8,36
