Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Greenfield,9,9,0,43,0,0,0,0,34,11
Star River 1,10,5,5,35,0,1,0,0,30,20
Perrier Sergio Tacchini KCC 8,9,5,4,29,0,0,0,0,24,21
Physical Chess 3,9,5,4,27,2,0,0,0,22,23
North District Sports Association 1,9,4,5,26,0,0,0,0,22,23
ZOMA,10,3,7,21,0,1,0,0,18,32
Hong Kong Cricket Club Rockers,10,2,8,17,0,0,0,0,15,35
