Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-Mask Advance Squash Club 7,11,11,0,59,0,7,0,0,48,7
MIRROR & ERROR,11,9,2,45,0,6,0,0,36,19
YLJR 3,11,7,4,41,0,2,0,0,34,21
Sha Tin Squash Rackets Club 6,11,7,4,40,0,3,0,0,33,22
Fusion Squash Club 4,11,5,6,37,0,1,0,0,32,23
Smart Squash 3,11,2,9,20,16,0,0,0,18,37
TNG 3,11,3,8,19,3,3,0,0,16,39
Energy Squash 2,11,0,11,3,4,1,0,0,3,52
