Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L3C,100.0,100.0,100.0,100.0,3
i-Mask Advance Squash Club L3,50.0,50.0,100.0,66.66666666666667,6
Hong Kong Cricket Club Rockettes,40.0,100.0,40.0,60.0,15
Hong Kong Football Club L3B,100.0,66.66666666666666,0.0,55.55555555555555,9
JESSICA L3,25.0,100.0,25.0,50.0,12
Hong Kong Football Club L3A,0.0,0.0,0.0,0.0,3
