Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 2,100.0,50.0,100.0,100.0,0.0,70.0,9
Arctic Circle,100.0,50.0,50.0,0.0,100.0,60.0,10
Greenfield,50.0,100.0,50.0,100.0,0.0,60.0,9
Bravo D13,100.0,50.0,50.0,50.0,0.0,50.0,9
North District Sports Association 2,0.0,50.0,100.0,50.0,50.0,50.0,10
Royal Hong Kong Yacht Club Div 13,50.0,50.0,50.0,50.0,50.0,50.0,10
Squashathon PLZ,50.0,100.0,50.0,0.0,50.0,50.0,10
TNG 1,50.0,50.0,0.0,50.0,100.0,50.0,10
M&M Squash,50.0,50.0,0.0,100.0,0.0,40.0,10
Physical Chess 4,0.0,0.0,100.0,50.0,50.0,40.0,10
Star River 3,50.0,50.0,0.0,50.0,50.0,40.0,10
Vitality Squash 3,0.0,0.0,50.0,0.0,100.0,30.0,9
