Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M2B,16,14,2,59,45,19,0,5,0,0
Hong Kong Football Club M2A,16,13,3,57,44,20,0,5,0,0
Hong Kong Cricket Club M2B,15,6,9,35,29,31,1,2,0,0
Hong Kong Cricket Club M2A,15,7,8,34,27,33,0,0,0,1
Ladies Recreation Club M2A,16,5,11,33,28,36,3,1,0,1
Ladies Recreation Club M2B,16,2,14,14,15,49,9,0,2,0
