Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,13,10,3,39,29,10,0,0,0,0
Hong Kong Football Club M1A,13,10,3,36,26,13,2,0,0,0
Hong Kong Cricket Club M1B,12,6,6,24,18,18,0,0,0,0
Hong Kong Cricket Club M1A,14,4,10,19,15,27,0,2,0,0
Ladies Recreation Club M1,12,2,10,10,8,28,0,0,0,0
