Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 11,60.0,80.0,85.0,60.0,63.1578947368421,69.63157894736841,99
The Zero Squash Club D11,80.0,90.0,70.0,45.0,45.0,66.0,100
GMDBB,80.0,40.0,65.0,50.0,80.0,63.0,100
7NT,50.0,70.0,65.0,65.0,61.111111111111114,62.222222222222214,98
i-Mask Advance Squash Club 5,45.0,55.00000000000001,60.0,80.0,70.0,62.0,100
Alpha CUHK,90.0,45.0,70.0,75.0,22.22222222222222,60.44444444444444,98
Sea Bear,25.0,45.0,30.0,55.00000000000001,42.10526315789473,39.421052631578945,99
South China Athletic Association,60.0,35.0,15.0,26.31578947368421,37.5,34.76315789473684,95
ZOMA,25.0,30.0,40.0,31.57894736842105,44.44444444444444,34.2046783625731,97
Invader Squash,10.0,35.0,15.0,35.0,50.0,29.0,98
Tuen Mun Squash Club,25.0,25.0,35.0,25.0,27.77777777777778,27.555555555555554,98
