Home Team,Away Team,Venue,Match Week,Date
Uncle,Squashathon,HK Squash Centre,11,2025-01-17
Hong Kong Football Club 5B,Hong Kong Racketlon Association 1,Hong Kong Football Club,11,2025-01-17
i-Mask Advance Squash Club 1,Happy Squash 2,HK Squash Centre,11,2025-01-17
X-Alpha 2,Hong Kong Football Club 5A,Cornwall Street Squash Centre,11,2025-01-17
Physical Chess 1,The Squash Club 1,Cornwall Street Squash Centre,11,2025-01-17
Hong Kong Football Club 5A,The Squash Club 1,Hong Kong Football Club,12,2025-01-24
Happy Squash 2,X-Alpha 2,Wai Tsuen Sports Centre,12,2025-01-24
Hong Kong Racketlon Association 1,i-Mask Advance Squash Club 1,HK Squash Centre,12,2025-01-24
Squashathon,Hong Kong Football Club 5B,Cornwall Street Squash Centre,12,2025-01-24
Uncle,Physical Chess 1,Cornwall Street Squash Centre,12,2025-01-24
Hong Kong Football Club 5B,Uncle,Hong Kong Football Club,13,2025-02-07
Squashathon,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,13,2025-02-07
X-Alpha 2,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,13,2025-02-07
The Squash Club 1,Happy Squash 2,Cornwall Street Squash Centre,13,2025-02-07
Physical Chess 1,Hong Kong Football Club 5A,HK Squash Centre,13,2025-02-07
Hong Kong Football Club 5A,Happy Squash 2,Hong Kong Football Club,14,2025-02-14
Hong Kong Racketlon Association 1,The Squash Club 1,Cornwall Street Squash Centre,14,2025-02-14
Squashathon,X-Alpha 2,Cornwall Street Squash Centre,14,2025-02-14
Uncle,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,14,2025-02-14
Hong Kong Football Club 5B,Physical Chess 1,Hong Kong Football Club,14,2025-02-14
i-Mask Advance Squash Club 1,Hong Kong Football Club 5B,Cornwall Street Squash Centre,15,2025-02-21
X-Alpha 2,Uncle,Cornwall Street Squash Centre,15,2025-02-21
The Squash Club 1,Squashathon,Cornwall Street Squash Centre,15,2025-02-21
Hong Kong Football Club 5A,Hong Kong Racketlon Association 1,Hong Kong Football Club,15,2025-02-21
Physical Chess 1,Happy Squash 2,Cornwall Street Squash Centre,15,2025-02-21
Hong Kong Racketlon Association 1,Happy Squash 2,Cornwall Street Squash Centre,16,2025-02-28
Squashathon,Hong Kong Football Club 5A,HK Squash Centre,16,2025-02-28
Uncle,The Squash Club 1,Cornwall Street Squash Centre,16,2025-02-28
Hong Kong Football Club 5B,X-Alpha 2,Hong Kong Football Club,16,2025-02-28
i-Mask Advance Squash Club 1,Physical Chess 1,Cornwall Street Squash Centre,16,2025-02-28
X-Alpha 2,i-Mask Advance Squash Club 1,HK Squash Centre,17,2025-03-07
The Squash Club 1,Hong Kong Football Club 5B,HK Squash Centre,17,2025-03-07
Hong Kong Football Club 5A,Uncle,Hong Kong Football Club,17,2025-03-07
Happy Squash 2,Squashathon,Yeung Uk Road Sports Centre,17,2025-03-07
Physical Chess 1,Hong Kong Racketlon Association 1,HK Squash Centre,17,2025-03-07
i-Mask Advance Squash Club 1,X-Alpha 2,Cornwall Street Squash Centre,18,2025-03-14
Hong Kong Football Club 5B,The Squash Club 1,Hong Kong Football Club,18,2025-03-14
Uncle,Hong Kong Football Club 5A,HK Squash Centre,18,2025-03-14
Squashathon,Happy Squash 2,Java Road Sports Centre,18,2025-03-14
Hong Kong Racketlon Association 1,Physical Chess 1,HK Squash Centre,18,2025-03-14
