Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Hong Kong Football Club 1,8,7.0,1.0,25.0,100.0,100.0,0.0,0.0,0.0,0.0
FWD,8,4.0,4.0,17.0,100.0,0.0,100.0,0.0,0.0,0.0
Hong Kong Cricket Club 1,8,4.0,4.0,15.0,100.0,0.0,0.0,100.0,0.0,0.0
Kowloon Cricket Club 1B,8,3.0,5.0,13.0,100.0,0.0,0.0,0.0,100.0,0.0
Kowloon Cricket Club 1A,8,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0
