Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
Physical Chess 1,22,19.825882588258825,2.1741174117411743,110.27572757275728,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 7B,22,18.653365336533653,3.3466346634663466,103.54485448544854,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 7A,22,17.862686268626863,4.137313731373137,98.43654365436544,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 7,22,14.54145414541454,7.458545854585458,82.15571557155715,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twister 1,22,10.346634663466347,11.653365336533653,62.455145514551454,0.0,0.0,0.0,0.0,0.0,67.11671167116712,23.82238223822382,8.9008900890089,0.16001600160016002,0.0,0.0,0.0,0.0
The Squash Club 1,22,8.84928492849285,13.15071507150715,61.365136513651365,0.0,0.0,0.0,0.0,0.0,15.64156415641564,41.21412141214121,31.643164316431644,11.5011501150115,0.0,0.0,0.0,0.0
X-Alpha 3,22,9.45854585458546,12.54145414541454,60.84428442844285,0.0,0.0,0.0,0.0,0.0,17.1017101710171,29.222922292229224,30.363036303630363,23.312331233123313,0.0,0.0,0.0,0.0
Happy Squash 2,22,9.71917191719172,12.28082808280828,58.81018101810181,0.0,0.0,0.0,0.0,0.0,0.14001400140014,5.74057405740574,29.092909290929093,65.02650265026503,0.0,0.0,0.0,0.0
Friend Club 2,22,7.174117411741174,14.825882588258827,48.724272427242724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
i-Mask Advance Squash Club 2,22,7.137313731373137,14.862686268626863,39.56345634563456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Fusion Squash Club 1,22,5.280828082808281,16.71917191719172,31.18981898189819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71997199719972,0.28002800280028
Hong Kong Racketlon Association 1,22,3.150715071507151,18.84928492849285,26.634863486348635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28002800280028,99.71997199719972
