Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
Hong Kong Football Club L3B,18,12.7808,5.2192,58.9582,100.00000000000001,62.38,23.96,10.26,3.4000000000000004,0.0,0.0,0.0
Hong Kong Cricket Club Rockettes,18,11.3386,6.6614,56.803,100.0,21.6,35.339999999999996,32.5,10.56,0.0,0.0,0.0
Hong Kong Football Club L3A,18,11.1994,6.8006,56.132999999999996,99.94,13.639999999999999,31.56,34.36,20.380000000000003,0.06,0.0,0.0
JESSICA Smashin' Mochi,18,12.547,5.452999999999999,52.6074,99.75999999999999,2.3800000000000003,9.139999999999999,22.88,65.36,0.24,0.0,0.0
Hong Kong Football Club L3C,18,6.8982,11.1018,41.927,0.3,0.0,0.0,0.0,0.3,84.39999999999999,15.299999999999999,0.0
Physical Chess Ladies,18,6.8065999999999995,11.1934,36.9508,0.0,0.0,0.0,0.0,0.0,15.299999999999999,84.7,0.0
The Squash Club Ladies,18,1.4294,16.5706,10.6206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
