Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
Xavier,18,14.795779577957795,3.204220422042204,81.12441244124412,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Banbil,18,12.518351835183518,5.481648164816482,65.9037903790379,99.99999999999999,0.0,74.67746774677467,25.322532253225322,0.0,0.0,0.0,0.0
Vitality Squash 1,18,11.704870487048705,6.295129512951295,64.7027702770277,100.0,0.0,25.322532253225322,74.60746074607461,0.07000700070007,0.0,0.0,0.0
Hong Kong Football Club 11,18,9.792179217921792,8.207820782078208,58.05940594059406,100.0,0.0,0.0,0.07000700070007,99.92999299929993,0.0,0.0,0.0
RELAY 1,18,7.4621462146214625,10.537853785378537,43.99149914991499,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
TOMCAT,18,3.4117411741174117,14.588258825882589,33.87588758875888,0.0,0.0,0.0,0.0,0.0,0.0,89.31893189318933,10.681068106810681
Hong Kong Cricket Club 5,18,3.314931493149315,14.685068506850685,30.34223422342234,0.0,0.0,0.0,0.0,0.0,0.0,10.681068106810681,89.31893189318933
