Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1A,0.0,-50.0,0.0,-16.666666666666664
Kowloon Cricket Club 1A,0.0,-50.0,0.0,-16.66666666666667
Hong Kong Cricket Club D1,-50.0,-25.0,25.0,-16.66666666666667
FWD,-16.66666666666667,-50.0,16.666666666666657,-16.66666666666667
Kowloon Cricket Club 1B,0.0,-100.0,0.0,-33.333333333333336
