Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
CSD Squash Team,0.0,100.0,0.0,0.0,0.0,20.0
Star River 1,16.66666666666667,33.33333333333334,33.33333333333334,66.66666666666667,-66.66666666666666,16.66666666666667
Hong Kong Football Club 12A,0.0,-16.666666666666657,66.66666666666667,0.0,-66.66666666666666,-3.3333333333333286
Royal Hong Kong Yacht Club Div 12,-33.33333333333334,16.666666666666657,16.666666666666657,-66.66666666666667,-16.66666666666667,-16.66666666666667
Hong Kong Football Club 12B,0.0,0.0,0.0,0.0,-100.0,-20.0
Sha Tin 5,-100.0,50.0,-50.0,-50.0,0.0,-30.0
Global Squash 2,-66.66666666666666,33.33333333333334,-66.66666666666666,33.33333333333334,-100.0,-33.33333333333333
Winter Warriors,0.0,-50.0,-50.0,0.0,-100.0,-40.0
SKCSC Div 12,0.0,-66.66666666666666,-66.66666666666666,-50.0,-100.0,-56.666666666666664
Physical Chess 4,-100.0,-100.0,-100.0,-66.66666666666666,-16.666666666666657,-76.66666666666666
