Home Team,Away Team,Venue,Match Week,Date
Ladies Recreation Club Div 14,Hong Kong Football Club 14,Ladies Recreation Club,10,2026-01-17
The Squash Club 4,TNG 3,Cornwall Street Squash Centre,10,2026-01-17
TKO Junior 1,8 Virtues + 1,Cornwall Street Squash Centre,10,2026-01-17
RELAY 2,Royal Hong Kong Yacht Club Div 14,Sir Denys Roberts Squash Court,10,2026-01-17
RELAY 2,Ladies Recreation Club Div 14,Sir Denys Roberts Squash Court,11,2026-01-24
Fusion Squash Club 4,Royal Hong Kong Yacht Club Div 14,HK Squash Centre,11,2026-01-24
TKO Junior 1,Physical Chess 5,Cornwall Street Squash Centre,11,2026-01-24
North District Sports Association 2,8 Virtues + 1,Pei Ho Street Sports Centre,11,2026-01-24
Squash-On,TNG 3,HK Squash Centre,11,2026-01-24
Hong Kong Football Club 14,The Squash Club 4,Hong Kong Football Club,11,2026-01-24
Ladies Recreation Club Div 14,The Squash Club 4,Ladies Recreation Club,12,2026-01-31
Hong Kong Football Club 14,Squash-On,Hong Kong Football Club,12,2026-01-31
TNG 3,8 Virtues + 1,Cornwall Street Squash Centre,12,2026-01-31
North District Sports Association 2,Physical Chess 5,Cornwall Street Squash Centre,12,2026-01-31
TKO Junior 1,Royal Hong Kong Yacht Club Div 14,Cornwall Street Squash Centre,12,2026-01-31
RELAY 2,Fusion Squash Club 4,Sir Denys Roberts Squash Court,12,2026-01-31
Fusion Squash Club 4,Ladies Recreation Club Div 14,HK Squash Centre,13,2026-02-07
RELAY 2,TKO Junior 1,Sir Denys Roberts Squash Court,13,2026-02-07
Royal Hong Kong Yacht Club Div 14,North District Sports Association 2,Royal Hong Kong Yacht Club,13,2026-02-07
Physical Chess 5,TNG 3,Cornwall Street Squash Centre,13,2026-02-07
8 Virtues + 1,Hong Kong Football Club 14,Java Road Sports Centre,13,2026-02-07
Squash-On,The Squash Club 4,HK Squash Centre,13,2026-02-07
Ladies Recreation Club Div 14,Squash-On,Ladies Recreation Club,14,2026-02-14
The Squash Club 4,8 Virtues + 1,Cornwall Street Squash Centre,14,2026-02-14
