Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Cricket Club Rockettes,42.857142857142854,52.38095238095238,-38.09523809523809,19.047619047619044
Hong Kong Football Club L3C,-33.33333333333333,33.33333333333333,33.33333333333333,11.111111111111107
i-Mask Advance Squash Club L3,-7.142857142857139,7.142857142857146,17.85714285714286,5.952380952380956
Hong Kong Football Club L3A,-16.66666666666667,0.0,-16.66666666666667,-11.111111111111118
Hong Kong Football Club L3B,0.0,66.66666666666666,-100.0,-11.111111111111121
JESSICA L3,-32.14285714285714,28.57142857142857,-46.42857142857143,-16.66666666666667
