Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
CSD Squash Team,0.0,-41.66666666666666,50.0,100.0,0.0,21.66666666666667
Alpha CUHK,-33.33333333333334,25.0,16.666666666666657,25.0,66.66666666666667,20.0
Hong Kong Football Club 12A,0.0,0.0,-16.666666666666657,13.333333333333343,100.0,19.333333333333336
North District Sports Association 1,-33.33333333333333,0.0,66.66666666666667,0.0,50.0,16.66666666666667
Hong Kong Racketlon Assoication 2,0.0,-33.33333333333333,50.0,0.0,66.66666666666666,16.666666666666664
Hong Kong Football Club 12B,33.33333333333333,-16.66666666666667,46.66666666666666,-26.66666666666667,41.66666666666666,15.666666666666657
Winter Warriors,-16.666666666666657,83.33333333333334,30.0,-10.0,-25.0,12.333333333333343
Sea Bear,25.0,50.0,-50.0,33.33333333333334,-16.666666666666657,8.333333333333336
South China Athletic Association,-25.0,16.66666666666667,0.0,-8.333333333333329,41.66666666666667,5.000000000000014
Star River 2,0.0,25.0,0.0,0.0,0.0,5.0
Latecomers,25.0,0.0,0.0,0.0,0.0,5.0
ZOMA,16.66666666666667,16.66666666666667,-33.33333333333333,-66.66666666666666,60.0,-1.3333333333333286
