Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Squashathon PLZ,75.0,0.0,25.0,66.66666666666667,66.66666666666667,46.66666666666667
TNG 2,50.0,0.0,0.0,-66.66666666666666,100.0,16.66666666666667
Bravo D13,0.0,40.0,0.0,0.0,33.33333333333333,14.666666666666664
Star River 3,66.66666666666666,33.33333333333333,-75.0,16.666666666666657,0.0,8.333333333333329
Vitality Squash 3,-33.333333333333336,-33.333333333333336,-10.0,-16.66666666666667,100.0,1.3333333333333286
North District Sports Association 2,33.33333333333333,0.0,-33.33333333333333,0.0,-16.666666666666657,-3.3333333333333286
Arctic Circle,0.0,-41.66666666666667,0.0,0.0,0.0,-8.333333333333321
Greenfield,-66.66666666666666,0.0,20.0,25.0,-33.33333333333333,-10.999999999999986
Physical Chess 4,0.0,-33.33333333333333,0.0,0.0,-50.0,-16.666666666666664
Royal Hong Kong Yacht Club Div 13,0.0,-50.0,7.142857142857139,-28.57142857142857,-16.666666666666657,-17.619047619047613
M&M Squash,-26.666666666666657,-33.33333333333333,-13.333333333333329,-26.666666666666657,6.666666666666671,-18.666666666666664
