Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 1B,4,3,1,11,8,4,0,2,0,0
Hong Kong Football Club 1A,4,2,2,10,8,4,0,0,0,0
Kowloon Cricket Club 1A,4,2,2,9,7,5,0,0,0,0
Hong Kong Cricket Club D1,4,2,2,7,5,7,0,0,0,0
FWD,4,2,2,7,5,7,0,0,0,0
Kowloon Cricket Club 1B,4,1,3,4,3,9,2,0,0,0
