Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Thunder 1,4,3,1,15,12,8,0,2,0,0
Hong Kong Cricket Club D7A,4,3,1,14,11,9,0,1,0,0
Hong Kong Football Club 7A,4,3,1,14,11,9,0,0,0,0
Hong Kong Football Club 7B,4,2,2,14,12,8,0,0,0,0
Physical Chess 2,3,3,0,13,10,5,0,1,0,0
Hong Kong Cricket Club D7B,4,2,2,11,9,11,0,0,0,0
i-Mask Advance Squash Club 1,4,1,3,9,8,12,1,0,0,0
Xavier,3,1,2,9,8,7,3,0,0,0
Social Squash Team,3,1,2,8,7,8,0,0,0,0
UST,3,1,2,8,7,8,1,0,0,0
Kinetic 1,4,0,4,5,5,15,0,1,0,0
