Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
JESSICA L1,4,3,1,11,8,4,0,1,0,0
Kowloon Cricket Club L1A,3,2,1,8,6,3,0,0,0,0
Hong Kong Football Club L1,3,1,2,6,5,4,0,0,0,0
Kowloon Cricket Club L1B,3,1,2,4,3,6,0,0,0,0
Hong Kong Cricket Club L1,3,1,2,3,2,7,1,0,0,0
