Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Football Club M2B,50.0,0.0,-50.0,100.0,25.0
Ladies Recreation Club M2A,0.0,100.0,0.0,-50.0,12.5
Hong Kong Cricket Club M2B,-50.0,-50.0,100.0,-50.0,-12.5
Ladies Recreation Club M2B,0.0,-100.0,50.0,0.0,-12.5
