Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club 2,50.0,50.0,50.0,100.0,62.5
Kowloon Cricket Club 2,100.0,0.0,0.0,-50.0,12.5
Young Player 2,0.0,0.0,0.0,-50.0,-12.5
Hong Kong Football Club 2B,0.0,-100.0,-100.0,-100.0,-75.0
