Team,Played,Won,Lost,Points
Physical Chess 1,11,11,0,53
Hong Kong Football Club 7B,11,10,1,52
Fusion Squash Club 2,11,7,4,43
TNG 2,11,6,5,36
United Services Recreation Club 2,11,6,5,35
Hong Kong Football Club 7A,11,5,6,33
i-Mask Advance Squash Club 2,11,5,6,31
Friend Club 3,11,4,7,28
Twister 1,11,1,10,13
Neptune,11,0,11,6
