Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 7,11,11,0,59
MIRROR & ERROR,11,9,2,45
YLJR 3,11,7,4,41
Sha Tin Squash Rackets Club 6,11,7,4,40
Fusion Squash Club 4,11,5,6,37
Smart Squash 3,11,2,9,20
TNG 3,11,3,8,19
Energy Squash 2,11,0,11,3
