Team,Played,Won,Lost,Points
Hong Kong Football Club L2A,9,7,2,29
Hong Kong Cricket Club L2B,9,5,4,19
Hong Kong Cricket Club L2A,9,4,5,17
Hong Kong Football Club L2B,9,3,6,13
Hong Kong Football Club L2C,8,3,5,10
