Team,Played,Won,Lost,Points
Perrier Sergio Tacchini KCC 7,11,10,1,52
Physical Chess 2,9,8,1,37
Hong Kong Cricket Club 5,10,5,5,26
Vitality Squash 1,9,4,5,26
Hong Kong Football Club 11,10,3,7,22
KTSC,10,2,8,21
HKU 2,9,2,7,19
