Team,Played,Won,Lost,Points
Young Player 3,9,9,0,43
Perrier Sergio Tacchini KCC 3,9,4,5,29
Hong Kong Football Club 3A,9,4,5,28
Hong Kong Football Club 3B,9,3,6,22
Fusion Squash Club 1,8,2,6,10
