Team,Played,Won,Lost,Points
Friend Club 6,11,11,0,59
Hong Kong Cricket Club 4,11,8,3,41
Ossan's Squash,11,8,3,41
Social Squash Team,11,7,4,40
The Hong Kong Jockey Club Div 10,11,6,5,34
United Services Recreation Club 3,11,6,5,32
Hong Kong Football Club 10,10,5,5,29
Twister 2,11,4,7,29
The Squash Club 2,11,3,8,23
Old Squash Fellows,11,1,10,18
Friend Club 5,11,1,10,13
