Team,Played,Won,Lost,Points
Xavier,10,8,2,43
Squashathon Zero,9,8,1,41
TOMCAT,10,7,3,40
Sha Tin Squash Rackets Club 3,10,7,3,38
Studio Pro,10,5,5,32
Revolution,10,3,7,28
i-Mask Advance Squash Club 3,10,4,6,24
Hong Kong Cricket Club 6,9,2,7,15
EdUHK,10,0,10,3
