Team,Played,Won,Lost,Points
Vitality Squash 3,8,6,2,33
i-Mask Advance Squash Club 8,7,5,2,27
TNG 5,7,5,2,25
Sha Tin Squash Rackets Club 7,7,4,3,25
Happy Squash 3,7,4,3,24
Fusion Squash Club 5,7,3,4,19
Perrier Sergio Tacchini KCC 9,7,2,5,12
United Services Recreation Club 5,8,0,8,8
