Team,Played,Won,Lost,Points
Happy Squash Maru,10,10,0,49
i-Mask Advance Squash Club 4,9,8,1,46
Friend Club 7,10,6,4,40
YLJR 2,10,7,3,39
Fusion Squash Club 3,10,5,5,35
Smart Squash 2,10,5,5,31
United Services Recreation Club 4,9,2,7,13
Kinetic 1,10,1,9,9
Squashaholic,10,0,10,0
