Team,Played,Won,Lost,Points
SKYERS,6,6,0,26
Orion Squash,6,4,2,26
TNG 4,6,5,1,23
Hong Kong Cricket Club 8,6,2,4,16
North District Sports Association 3,6,2,4,15
Vitality Squash 2,6,2,4,14
Hong Kong Football Club 19,6,0,6,6
