Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
FWD,v,Hong Kong Cricket Club 1,HK Squash Centre,19:00,"1-2(0-3,3-0,0-3)",1,10/10/2024
Hong Kong Football Club 1A,v,Hong Kong Football Club 1B,Hong Kong Football Club,19:00,"2-1(1-3,3-1,3-0)",1,10/10/2024
Kowloon Cricket Club 1A,v,Kowloon Cricket Club 1B,Kowloon Cricket Club,19:00,"3-0(3-1,3-0,3-0)",1,10/10/2024
Hong Kong Football Club 1B,v,Hong Kong Cricket Club 1,Hong Kong Football Club,19:00,"1-2(3-0,0-3,0-3)",2,17/10/2024
Kowloon Cricket Club 1B,v,FWD,Kowloon Cricket Club,19:00,"0-3(1-3,0-3,2-3)",2,17/10/2024
Hong Kong Football Club 1A,v,Kowloon Cricket Club 1A,Hong Kong Football Club,19:00,"1-2(3-1,0-3,1-3)",2,17/10/2024
Kowloon Cricket Club 1A,v,Hong Kong Football Club 1B,Kowloon Cricket Club,19:00,"2-1(0-3,3-0,3-1)",3,24/10/2024
FWD,v,Hong Kong Football Club 1A,HK Squash Centre,19:00,"1-2(0-3,3-0,0-3)",3,24/10/2024
Hong Kong Cricket Club 1,v,Kowloon Cricket Club 1B,Hong Kong Cricket Club,19:00,"2-1(3-0,3-0,2-3)",3,24/10/2024
Hong Kong Football Club 1B,v,Kowloon Cricket Club 1B,Hong Kong Football Club,19:00,"2-1(0-3,3-0,3-0)",4,21/11/2024
Hong Kong Cricket Club 1,v,Hong Kong Football Club 1A,Hong Kong Cricket Club,19:00,"2-1(3-0,3-0,1-3)",4,21/11/2024
Kowloon Cricket Club 1A,v,FWD,Kowloon Cricket Club,19:00,"3-0(3-0,3-0,3-1)",4,21/11/2024
Hong Kong Football Club 1B,v,FWD,Hong Kong Football Club,19:00,"2-1(3-1,0-3,3-0)",5,28/11/2024
Hong Kong Cricket Club 1,v,Kowloon Cricket Club 1A,Hong Kong Cricket Club,19:00,"1-2(3-0,0-3,0-3)",5,28/11/2024
Kowloon Cricket Club 1B,v,Hong Kong Football Club 1A,Kowloon Cricket Club,19:00,"1-2(2-3,1-3,3-2)",5,28/11/2024
Hong Kong Cricket Club 1,v,FWD,Hong Kong Cricket Club,19:00,"2-1(3-0,2-3,3-0)",6,16/01/2025
Hong Kong Football Club 1B,v,Hong Kong Football Club 1A,Hong Kong Football Club,19:00,"0-3(0-3,1-3,1-3)",6,16/01/2025
Kowloon Cricket Club 1B,v,Kowloon Cricket Club 1A,Kowloon Cricket Club,19:00,"0-3(0-3,0-3,CR)",6,16/01/2025
Hong Kong Cricket Club 1,v,Hong Kong Football Club 1B,Hong Kong Cricket Club,19:00,"3-0(3-0,3-0,3-0)",7,23/01/2025
FWD,v,Kowloon Cricket Club 1B,HK Squash Centre,19:00,"2-1(3-1,3-1,2-3)",7,23/01/2025
Kowloon Cricket Club 1A,v,Hong Kong Football Club 1A,Kowloon Cricket Club,19:00,"3-0(3-1,3-0,3-1)",7,23/01/2025
Hong Kong Football Club 1B,v,Kowloon Cricket Club 1A,Hong Kong Football Club,19:00,"1-2(0-3,1-3,CR)",8,20/02/2025
Hong Kong Football Club 1A,v,FWD,Hong Kong Football Club,19:00,"2-1(1-3,3-0,3-0)",8,20/02/2025
Kowloon Cricket Club 1B,v,Hong Kong Cricket Club 1,Kowloon Cricket Club,19:00,,8,20/02/2025
Kowloon Cricket Club 1B,v,Hong Kong Football Club 1B,Kowloon Cricket Club,19:00,"2-1(3-0,3-1,0-3)",9,27/02/2025
Hong Kong Football Club 1A,v,Hong Kong Cricket Club 1,Hong Kong Football Club,19:00,"3-0(3-2,3-2,3-0)",9,27/02/2025
FWD,v,Kowloon Cricket Club 1A,HK Squash Centre,19:00,"3-0(3-2,3-0,WO)",9,27/02/2025
FWD,v,Hong Kong Football Club 1B,HK Squash Centre,19:00,,10,06/03/2025
Kowloon Cricket Club 1A,v,Hong Kong Cricket Club 1,Kowloon Cricket Club,19:00,,10,06/03/2025
Hong Kong Football Club 1A,v,Kowloon Cricket Club 1B,Hong Kong Football Club,19:00,,10,06/03/2025
