Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Winter Warriors,33.33333333333334,50.000000000000014,13.333333333333343,-20.0,15.0,18.333333333333343
Hong Kong Racketlon Assoication 2,20.0,-40.0,30.0,0.0,40.0,10.0
CSD Squash Team,6.666666666666657,-23.333333333333336,25.0,33.33333333333333,0.0,8.333333333333325
South China Athletic Association,-20.0,26.66666666666667,16.666666666666657,-10.0,26.66666666666667,8.000000000000014
North District Sports Association 1,-10.0,0.0,50.0,-33.33333333333334,33.33333333333333,8.0
Sea Bear,20.0,20.0,-20.0,25.0,-15.0,6.0
Hong Kong Football Club 12A,-14.285714285714285,-14.285714285714292,0.0,26.190476190476204,23.333333333333343,4.19047619047619
ZOMA,21.42857142857143,7.142857142857146,21.42857142857143,-46.42857142857143,16.666666666666657,4.047619047619044
Latecomers,5.0,0.0,0.0,0.0,0.0,1.0
Hong Kong Football Club 12B,4.166666666666664,-4.166666666666671,4.761904761904759,-46.66666666666666,35.0,-1.3809523809523867
Alpha CUHK,-20.0,-3.333333333333343,-16.666666666666657,8.333333333333343,-10.0,-8.333333333333329
Star River 2,-11.42857142857143,17.14285714285714,-25.0,-10.0,-25.0,-10.857142857142854
