Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,11,10,1,43,33,11,0,0,0,2
Hong Kong Football Club L2B,11,10,1,40,30,14,0,1,0,0
JESSICA L2,11,6,5,37,31,13,0,1,0,0
Hong Kong Football Club L2A,11,2,9,21,19,25,1,0,0,0
Hong Kong Cricket Club L2,11,3,8,13,10,34,0,0,0,0
Hong Kong Football Club L2C,11,2,9,9,9,35,1,0,2,0
