Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,9,7,2,28,21,6,0,0,0,0
Hong Kong Cricket Club M1B,8,5,3,19,14,10,0,0,0,0
Hong Kong Football Club M1A,8,5,3,18,13,11,2,0,0,0
Hong Kong Cricket Club M1A,10,3,7,13,10,20,0,2,0,0
Ladies Recreation Club M1,7,1,6,6,5,16,0,0,0,0
