Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Football Club M3B,Hong Kong Football Club,2.0,1.0,1.0
Phoenix,Masters - HK Squash Centre,4.25,4.0,0.25
Hong Kong Club Blue,HK CLUB,1.625,1.5,0.125
Royal Hong Kong Yacht Club M3,Royal Hong Kong Yacht Club,2.625,2.625,0.0
Hong Kong Cricket Club M3,Hong Kong Cricket Club,2.625,2.75,-0.125
United Services Recreation Club M3,United Services Recreation Club,2.25,2.375,-0.125
Hong Kong Football Club M3A,Hong Kong Football Club,3.125,3.375,-0.25
Kowloon Cricket Club M3,Kowloon Cricket Club,3.25,3.625,-0.375
Bolton,Masters - HK Squash Centre,0.75,1.25,-0.5
