Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 10,Kowloon Cricket Club,3.625,3.0,0.625
Hong Kong Football Club 10A,Hong Kong Football Club,3.875,3.5,0.375
Twister 2,Cornwall Street Squash Centre,2.25,2.0,0.25
Hong Kong Football Club 10B,Hong Kong Football Club,2.25,2.125,0.125
Social Squash Team,HK Squash Centre,2.75,2.625,0.125
The Best Group,Cornwall Street Squash Centre,1.75,1.75,0.0
The Hong Kong Jockey Club Div 10,HKJC Sha Tin Club House,1.125,1.25,-0.125
FC 3,Cornwall Street Squash Centre,3.75,4.0,-0.25
HKU,Cornwall Street Squash Centre,1.375,2.0,-0.625
