Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,2.7,1.5,1.2000000000000002
Kowloon Cricket Club 4,Kowloon Cricket Club,3.7,3.0,0.7000000000000002
Friend Club 1,Cornwall Street Squash Centre,2.7,2.3,0.40000000000000036
Hong Kong Football Club 4B,Hong Kong Football Club,1.7,1.3,0.3999999999999999
X-Alpha 1,Cornwall Street Squash Centre,4.1,3.8,0.2999999999999998
Hong Kong Football Club 4A,Hong Kong Football Club,1.7,1.5,0.19999999999999996
