Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Sha Tin 5,75.0,100.0,25.0,75.0,100.0,75.0,20
BOSS,25.0,50.0,75.0,75.0,100.0,65.0,20
Star River 1,66.66666666666666,100.0,66.66666666666666,0.0,66.66666666666666,60.0,15
Kinetic 3,37.5,50.0,37.5,100.0,62.5,57.5,40
i-Mask Advance Squash Club 4,25.0,50.0,25.0,75.0,100.0,55.0,20
The Squash Club 3,50.0,75.0,50.0,50.0,25.0,50.0,20
Global Squash 2,100.0,88.88888888888889,11.11111111111111,11.11111111111111,11.11111111111111,44.44444444444444,45
7NT,0.0,25.0,75.0,0.0,75.0,35.0,20
Tuen Mun Squash Club,75.0,25.0,0.0,25.0,50.0,35.0,20
HKCC Tuesday Night Rockers,40.0,40.0,20.0,40.0,20.0,32.0,50
Invader Squash,50.0,0.0,10.0,40.0,20.0,24.0,50
