Team,Played,Won,Lost,Points
JESSICA L4,11,10,1,46
JESSICA Mochis,11,8,3,36
Hong Kong Football Club JSA,10,6,4,30
The Squash Club L4,10,5,5,25
Squashathon Ladies,10,5,5,23
Kwai Tsing District Squash Club L4,11,3,8,22
Hong Kong Cricket Club Rockettes,11,4,7,18
Hong Kong Cricket Club L4,10,4,6,18
Hong Kong Football Club L4,10,2,8,16
