Team,Played,Won,Lost,Points
Sha Tin 4,11,11,0,64
RELAY 1,11,9,2,50
Thunder 2,11,8,3,40
Kwai Tsing District Squash Club,11,6,5,36
Banbil,11,6,5,35
Hong Kong Cricket Club D10,11,6,5,35
United Services Recreation Club 3,11,5,6,32
Squashathon Advance,11,4,7,21
i-Mask Advance Squash Club 4,11,2,9,18
Mercury,10,2,8,18
Bravo D10,11,1,10,11
