Team,Played,Won,Lost,Points
Electrify Squash Div 13,11,9,2,48
Happy Squash 4,11,9,2,44
Kowloon Cricket Club 13,10,7,3,36
Squashathon One,11,5,6,35
Hong Kong Football Club 13,11,5,6,34
Fusion Squash Club 3,11,4,7,29
TNG 2,11,4,7,26
Yuen Long District Sports Association Limited,10,3,7,19
Kinetic 4,10,2,8,16
