Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,12,11,1,50
Kowloon Cricket Club L2B,12,11,1,50
Hong Kong Cricket Club L2,12,5,7,30
Hong Kong Football Club L2A,12,5,7,29
Kowloon Cricket Club L2A,12,4,8,22
JESSICA L2 [withdrawal],12,0,12,0
