Team,Played,Won,Lost,Points
Smart Squash 2,11,7,4,40
i-Mask Advance Squash Club 6,11,8,3,38
i-Mask Advance Squash Club 7,11,6,5,38
Bravo D13,10,5,5,32
HKIS Div 13,11,5,6,31
JSA 1,10,5,5,27
NEXUS 3,11,5,6,26
Vitality Squash 2,9,3,6,24
Smart Squash 3,10,3,7,22
