Team,Played,Won,Lost,Points
The Squash Club 3,11,10,1,57
Craigengower Cricket Club,11,8,3,43
North District Sports Association 1,11,7,4,42
Arctic Circle,10,8,2,37
X-Alpha 5,11,6,5,34
MM Squash,10,4,6,26
Star River 2,11,3,8,22
Squashathon SocGen,11,2,9,18
Greenfield,10,0,10,8
